Date;Open;High;Low;Close;Adj Close;Volume
16/07/2004;585714;587857;573571;575000;487416;488381600
19/07/2004;571607;575357;565357;570893;483934;533170400
20/07/2004;570536;575000;563393;575000;487416;323747200
21/07/2004;578929;584107;559643;564643;478636;301257600
22/07/2004;558036;566607;554643;565714;479544;334118400
23/07/2004;563036;566964;544286;548214;464710;273571200
26/07/2004;550893;561607;549643;558214;473187;393932000
27/07/2004;567857;584821;563750;579107;490897;425006400
28/07/2004;576964;578750;556429;576250;488476;285051200
29/07/2004;579821;586071;573750;582857;494076;222157600
30/07/2004;583036;589286;571429;577500;489535;243023200
02/08/2004;556786;575000;555893;563929;478031;365092000
03/08/2004;561607;566429;556250;558750;473641;211629600
04/08/2004;556964;573571;556607;567679;481210;276488800
05/08/2004;568036;576786;558036;560536;475155;244501600
06/08/2004;551786;555357;530357;531786;450784;492290400
09/08/2004;533036;543750;532321;541071;458655;290847200
10/08/2004;542679;563214;541964;562857;477123;351036000
11/08/2004;555357;555893;540357;553750;469403;322392000
12/08/2004;543750;550893;540714;542321;459715;226200800
13/08/2004;546429;558571;542857;550714;466829;328048000
16/08/2004;553571;566429;547143;549643;465921;435674400
17/08/2004;546071;555893;541964;551250;467283;323019200
18/08/2004;544821;568750;544464;566786;480453;364655200
19/08/2004;562679;568929;542143;548393;464862;388920000
20/08/2004;548393;553393;544464;550000;466224;316780800
23/08/2004;551071;558393;546429;555000;470462;254660000
24/08/2004;558214;570536;556964;570536;483632;374136000
25/08/2004;569107;591964;566607;590179;500283;505618400
26/08/2004;590000;628214;584643;618929;524653;955858400
27/08/2004;619286;620714;607143;613393;519961;388813600
30/08/2004;607143;620000;606429;609286;516479;218142400
31/08/2004;608393;624107;607143;615893;522080;376560800
01/09/2004;612500;642679;610536;640357;542818;515726400
02/09/2004;633929;639464;621964;636786;539791;406324800
03/09/2004;625179;641429;625179;629107;533281;293468000
07/09/2004;632143;646250;629107;638571;541304;301957600
08/09/2004;637500;653036;637143;649107;550235;343526400
09/09/2004;644643;648214;630000;637500;540396;461339200
10/09/2004;636786;646964;633214;640536;542969;328014400
13/09/2004;640714;644107;630714;635536;538731;281976800
14/09/2004;629286;634821;621071;633750;537217;254822400
15/09/2004;631429;633571;621429;628571;532827;232668800
16/09/2004;628571;656429;626429;649107;550235;501916800
17/09/2004;652679;667500;650000;663214;562193;502308800
20/09/2004;658571;678214;658393;673393;570822;245000000
21/09/2004;674107;694107;668929;678750;575362;386652000
22/09/2004;680357;681071;657321;659286;558864;401688000
23/09/2004;661429;669643;659464;665536;564161;397404000
24/09/2004;668750;678571;663393;665893;564464;369488000
27/09/2004;659821;678214;657679;670179;568097;397516000
28/09/2004;668929;683750;668750;679286;575817;353186400
29/09/2004;677321;693929;675357;690714;585504;273509600
30/09/2004;696429;701250;686607;691964;586564;425012000
01/10/2004;698571;699821;688929;690536;585353;465404800
04/10/2004;699643;699643;691964;692679;587170;574084000
05/10/2004;688571;708393;685714;703036;595949;406162400
06/10/2004;705357;727857;704821;725714;615173;446303200
07/10/2004;723929;730893;704643;707500;599733;426148800
08/10/2004;706429;710179;693571;697500;591257;359228800
11/10/2004;692857;697500;682143;689107;584142;323870400
12/10/2004;687500;688929;672321;683750;579601;460191200
13/10/2004;694107;710000;691786;709821;601701;1163008000
14/10/2004;771250;816964;759821;803214;680868;2768427200
15/10/2004;801429;814464;789107;812500;688740;1031128000
18/10/2004;798214;852679;798214;852679;722799;1200752000
19/10/2004;858929;863393;844821;846786;717803;801992800
20/10/2004;842500;850000;833036;847679;718560;605108000
21/10/2004;847857;859464;845714;856071;725674;724505600
22/10/2004;848929;851250;839643;846607;717652;483067200
25/10/2004;842857;854286;840536;849107;719771;392644000
26/10/2004;847321;858036;838750;856607;726128;594361600
27/10/2004;866250;903929;860179;898214;761398;1193494400
28/10/2004;892500;932500;883929;931964;790007;864264800
29/10/2004;925714;950000;925000;935714;793186;810219200
01/11/2004;937500;951071;929286;936607;793943;602050400
02/11/2004;935714;965714;935714;955357;809837;729988000
03/11/2004;970893;1001964;964107;987679;837236;1204173600
04/11/2004;982679;991964;970893;972321;824217;928625600
05/11/2004;979643;982143;929286;977143;828304;1205047200
08/11/2004;969107;990179;961786;971071;823157;526920800
09/11/2004;968393;974107;953214;965179;818163;475764800
10/11/2004;963393;989107;962679;977679;828759;508676000
11/11/2004;981250;989821;968393;987500;837084;407299200
12/11/2004;982321;994464;979286;991071;840111;395701600
15/11/2004;985714;990357;970357;986429;836176;376045600
16/11/2004;985000;985714;972857;981071;831634;295103200
17/11/2004;985536;990179;968214;980357;831029;397751200
18/11/2004;969643;990179;969464;989107;838446;459149600
19/11/2004;990893;1016250;973214;985179;835116;765279200
22/11/2004;1103571;1142857;1033929;1095536;928664;2568210400
23/11/2004;1112500;1115179;1090179;1094107;927452;911450400
24/11/2004;1101607;1164286;1099107;1143750;969534;1390788000
26/11/2004;1166964;1174286;1148929;1152679;977102;550144000
29/11/2004;1231250;1242321;1203750;1222143;1035986;1712916800
30/11/2004;1228393;1228393;1197321;1197321;1014945;1028518400
01/12/2004;1210536;1213393;1183393;1210536;1026147;800553600
02/12/2004;1180893;1194643;1154643;1164464;987093;987442400
03/12/2004;1152321;1160714;1102679;1119286;948796;1238848800
06/12/2004;1147321;1182857;1124107;1174643;995721;1247920800
07/12/2004;1177321;1191607;1117143;1123036;951974;1056899200
08/12/2004;1126429;1150536;1108036;1130000;957878;691902400
09/12/2004;1121607;1150000;1108393;1142679;968626;741501600
10/12/2004;1161250;1179464;1155357;1163393;986185;775773600
13/12/2004;1171786;1176786;1153571;1159107;982552;395040800
14/12/2004;1167857;1176429;1161071;1165893;988304;415721600
15/12/2004;1165000;1168929;1154643;1165357;987849;398361600
16/12/2004;1181250;1205357;1179464;1189286;1008134;1126115200
17/12/2004;1193571;1197143;1158929;1160536;983763;783496000
20/12/2004;1169107;1178571;1102857;1120000;949401;1168126400
21/12/2004;1135000;1138750;1100000;1137321;964084;1064414400
22/12/2004;1136786;1149286;1132143;1138393;964993;565829600
23/12/2004;1138393;1147321;1135714;1143036;968929;245929600
27/12/2004;1157143;1163393;1122857;1127857;956061;559490400
28/12/2004;1130357;1147321;1108036;1146071;971501;611755200
29/12/2004;1139464;1160357;1135179;1150714;975437;449562400
30/12/2004;1157321;1161250;1146786;1157143;980887;345340800
31/12/2004;1158750;1160714;1143393;1150000;974831;278588800
03/01/2005;1156786;1162679;1117857;1130179;958030;691992000
04/01/2005;1139107;1169107;1124464;1141786;967869;1096810400
05/01/2005;1151071;1165179;1143750;1151786;976346;680433600
06/01/2005;1154821;1159107;1130893;1152679;977102;705555200
07/01/2005;1160714;1243393;1156250;1236607;1048247;2227450400
10/01/2005;1246964;1262500;1212143;1231429;1043858;1725309600
11/01/2005;1218750;1234821;1145357;1152857;977253;2611627200
12/01/2005;1168750;1176786;1130357;1168929;990877;1919702400
13/01/2005;1316250;1328929;1245179;1246429;1056573;3164716800
14/01/2005;1254464;1280714;1235536;1253571;1062627;1770742400
18/01/2005;1247321;1262500;1209821;1261607;1069439;1006460000
19/01/2005;1258750;1276071;1245536;1247857;1057783;751895200
20/01/2005;1243750;1272679;1240536;1258214;1066562;914922400
21/01/2005;1273393;1278571;1250000;1258750;1067017;911332800
24/01/2005;1267500;1281786;1259821;1263571;1071104;841629600
25/01/2005;1274464;1300714;1266786;1286607;1090631;969231200
26/01/2005;1297500;1299107;1271786;1290179;1093659;739496800
27/01/2005;1288571;1302143;1277679;1297143;1099562;496227200
28/01/2005;1296786;1321071;1293571;1321071;1119845;801612000
31/01/2005;1331786;1390893;1330536;1373214;1164046;1681097600
01/02/2005;1375893;1388750;1367500;1384464;1173583;678395200
02/02/2005;1391964;1426964;1387321;1421964;1205370;1020062400
03/02/2005;1412500;1418393;1380893;1389464;1177821;731651200
04/02/2005;1390536;1409464;1384464;1407857;1193412;563556000
07/02/2005;1409464;1416964;1383929;1409643;1194926;524456800
08/02/2005;1411964;1453214;1406964;1444643;1224595;890019200
09/02/2005;1447143;1464107;1394643;1406071;1191898;1191456000
10/02/2005;1405714;1415714;1368929;1399286;1186146;1093019200
11/02/2005;1426071;1460000;1409643;1450179;1229288;1201054400
14/02/2005;1477321;1514107;1465179;1511250;1281056;1271463200
15/02/2005;1547500;1590714;1535714;1578750;1338274;2312217600
16/02/2005;1574107;1610714;1559821;1609464;1364310;1639243200
17/02/2005;1618750;1622857;1561607;1568036;1329193;1518473600
18/02/2005;1566786;1568929;1540179;1550179;1314055;1163254400
22/02/2005;1541071;1576786;1523036;1523036;1291047;1219293600
23/02/2005;1548571;1579464;1527679;1575536;1335550;1345181600
24/02/2005;1580000;1594821;1566607;1588036;1346146;1519028000
25/02/2005;1600357;1605536;1574821;1589107;1347053;915510400
28/02/2005;1595714;1612143;1570000;1602143;1358104;651610400
01/03/2005;1606786;1611071;1577143;1589286;1347205;468188000
02/03/2005;1580357;1603214;1574286;1575714;1335701;458161200
03/03/2005;1584643;1586071;1472143;1492500;1265162;1411653600
04/03/2005;1527143;1536071;1494643;1528929;1296042;756618800
07/03/2005;1528571;1544643;1512500;1526786;1294225;450632000
08/03/2005;1496429;1505714;1432143;1447500;1227016;1021451200
09/03/2005;1415714;1438571;1386786;1405357;1191293;1322465200
10/03/2005;1411786;1437857;1396429;1422500;1205824;777109200
11/03/2005;1436071;1449643;1421429;1438214;1219145;632830800
14/03/2005;1447143;1456786;1411429;1440000;1220659;605385200
15/03/2005;1451429;1469286;1437500;1462857;1240035;508608800
16/03/2005;1471786;1511071;1456429;1470714;1246695;697813200
17/03/2005;1483214;1531429;1475714;1508929;1279088;801920000
18/03/2005;1547500;1551429;1517857;1534286;1300583;940150400
21/03/2005;1546071;1570357;1530714;1560714;1322986;541128000
22/03/2005;1561071;1570000;1524286;1529643;1296648;551415200
23/03/2005;1516071;1550000;1500714;1519643;1288171;609823200
24/03/2005;1532500;1535714;1517857;1517857;1286656;352704800
28/03/2005;1526786;1534286;1516786;1518929;1287566;275410800
29/03/2005;1520000;1529643;1482143;1491071;1263951;461356000
30/03/2005;1502500;1528571;1493571;1528571;1295739;394959600
31/03/2005;1516071;1518571;1485357;1488214;1261529;636134800
01/04/2005;1503214;1506429;1448929;1460357;1237915;641284000
04/04/2005;1463929;1475357;1434286;1467500;1243970;580014400
05/04/2005;1472143;1508571;1467500;1496071;1268189;556239600
06/04/2005;1514286;1528929;1505357;1511786;1281510;414825600
07/04/2005;1511786;1562500;1508929;1555714;1318747;506987600
08/04/2005;1560714;1587500;1555000;1562143;1324197;649950000
11/04/2005;1576786;1580357;1496786;1497143;1269098;821662800
12/04/2005;1517500;1542500;1500357;1523571;1291500;981061200
13/04/2005;1533929;1535357;1442500;1465714;1242456;1371946800
14/04/2005;1386071;1412857;1315714;1330714;1128019;2753192400
15/04/2005;1307857;1330357;1260000;1262500;1070196;1728087200
18/04/2005;1250000;1296429;1214286;1272143;1078369;1327177600
19/04/2005;1307143;1337143;1281071;1324643;1122873;1081642800
20/04/2005;1345000;1347857;1265714;1268214;1075040;945131600
21/04/2005;1300000;1328929;1282143;1327857;1125598;759592400
22/04/2005;1315714;1321429;1246429;1267857;1074737;839129200
25/04/2005;1303214;1322143;1289643;1320714;1119543;746460400
26/04/2005;1313571;1339643;1290000;1292500;1095626;810507600
27/04/2005;1281786;1298571;1268214;1283929;1088361;613888800
28/04/2005;1296071;1297857;1258571;1269286;1075948;575106000
29/04/2005;1291071;1293929;1257857;1287857;1091691;671630400
02/05/2005;1293214;1308929;1286429;1301071;1102891;465920000
03/05/2005;1300000;1312143;1286786;1293214;1096231;496739600
04/05/2005;1289643;1328571;1289286;1326786;1124690;448176400
05/05/2005;1330357;1331071;1302500;1310000;1110460;387366000
06/05/2005;1317500;1333214;1313929;1330000;1127414;326247600
09/05/2005;1331429;1337500;1312500;1320357;1119240;355695200
10/05/2005;1312500;1330357;1297500;1300714;1102589;440263600
11/05/2005;1257143;1273929;1182500;1271786;1078067;2041981200
12/05/2005;1265000;1271071;1214286;1218929;1033262;970242000
13/05/2005;1221429;1258214;1216786;1241786;1052637;702713200
16/05/2005;1234286;1275000;1233214;1269643;1076250;474294800
17/05/2005;1255000;1266429;1233571;1262857;1070498;588344400
18/05/2005;1266071;1341429;1249643;1280000;1085030;636722800
19/05/2005;1277857;1345714;1277857;1341071;1136799;793161600
20/05/2005;1330357;1344643;1328214;1341071;1136799;452650800
23/05/2005;1351786;1425000;1351786;1420000;1203705;1042574400
24/05/2005;1408929;1428214;1393929;1417857;1201889;593460000
25/05/2005;1410714;1426786;1404286;1420714;1204310;396006800
26/05/2005;1426429;1462143;1426429;1455000;1233374;525520800
27/05/2005;1451429;1456786;1428929;1448571;1227924;316008000
31/05/2005;1452143;1455000;1413571;1420000;1203705;404205200
01/06/2005;1424643;1455714;1423571;1439286;1220054;453812800
02/06/2005;1430357;1440000;1414286;1430000;1212182;373973600
03/06/2005;1362857;1377857;1348929;1365714;1157688;956869200
06/06/2005;1368929;1379643;1341429;1354286;1148001;811966400
07/06/2005;1342857;1347500;1301786;1305000;1106222;745264800
08/06/2005;1308214;1330357;1306071;1318571;1117726;404006400
09/06/2005;1321429;1355000;1315000;1344643;1139826;390255600
10/06/2005;1335714;1335714;1268571;1278929;1084122;678932800
13/06/2005;1281786;1307500;1279286;1282143;1086846;435772400
14/06/2005;1282857;1291071;1276786;1285714;1089874;347846800
15/06/2005;1316786;1332143;1296429;1326071;1124084;563343200
16/06/2005;1328214;1360000;1315000;1356429;1149817;547674400
17/06/2005;1373929;1376429;1351071;1368214;1159807;596125600
20/06/2005;1351786;1360357;1337500;1343214;1138616;323716400
21/06/2005;1347143;1363929;1335000;1352143;1146185;370526800
22/06/2005;1366429;1378571;1362143;1376786;1167074;424925200
23/06/2005;1386786;1420714;1380357;1388929;1177367;674254000
24/06/2005;1396071;1397143;1345714;1348571;1143156;410709600
27/06/2005;1315714;1360714;1310000;1325000;1123175;600171600
28/06/2005;1338929;1342500;1327500;1332500;1129533;350299600
29/06/2005;1329643;1331786;1290000;1298929;1101076;448358400
30/06/2005;1307500;1327143;1296786;1314643;1114397;418390000
01/07/2005;1315357;1320357;1296071;1303571;1105011;250000800
05/07/2005;1305357;1362500;1303571;1356429;1149817;454269200
06/07/2005;1346786;1362857;1328571;1335357;1131955;394626400
07/07/2005;1314643;1348571;1314286;1343929;1139222;383723200
08/07/2005;1352500;1367143;1338214;1366071;1157991;290735200
11/07/2005;1370357;1380357;1349286;1360714;1153450;388788400
12/07/2005;1365357;1371429;1353929;1365714;1157688;387038400
13/07/2005;1367500;1375000;1353571;1369643;1161019;684835200
14/07/2005;1456786;1500357;1436786;1455357;1233677;2096060400
15/07/2005;1463214;1484643;1445000;1483929;1257897;687682800
18/07/2005;1478929;1503571;1477500;1481786;1256080;586297600
19/07/2005;1482857;1543929;1466786;1542500;1307546;671062000
20/07/2005;1530714;1564286;1523214;1558214;1320866;453395600
21/07/2005;1560714;1572857;1532143;1546071;1310573;404264000
22/07/2005;1551429;1571429;1549643;1571429;1332069;301106400
25/07/2005;1571071;1581429;1561786;1564643;1326316;294627200
26/07/2005;1571786;1575357;1548571;1558214;1320866;268592800
27/07/2005;1565357;1573929;1523929;1571071;1331766;283749200
28/07/2005;1566071;1571429;1546429;1564286;1326013;251311200
29/07/2005;1555714;1585000;1509286;1523214;1291198;562080400
01/08/2005;1520357;1538571;1502857;1526786;1294225;314249600
02/08/2005;1531786;1553571;1521786;1542500;1307546;296875600
03/08/2005;1542500;1546786;1527500;1543571;1308454;258322400
04/08/2005;1531786;1535714;1510357;1525357;1293014;269304000
05/08/2005;1517500;1548571;1500714;1535357;1301491;241931200
08/08/2005;1535714;1544643;1521786;1523214;1291198;176383200
09/08/2005;1533214;1567500;1532500;1565000;1326619;380839200
10/08/2005;1571429;1585357;1546786;1549286;1313298;360945200
11/08/2005;1549643;1575714;1544643;1571429;1332069;271983600
12/08/2005;1552143;1650714;1548571;1646429;1395645;916036800
15/08/2005;1660000;1726071;1658929;1702857;1443477;1086727600
16/08/2005;1692500;1696429;1650357;1651786;1400186;537622400
17/08/2005;1657143;1694286;1656071;1683929;1427433;499724400
18/08/2005;1675357;1678571;1633929;1653571;1401699;442559600
19/08/2005;1652857;1667857;1634643;1636786;1387471;376569200
22/08/2005;1648214;1669643;1616429;1638214;1388681;387732800
23/08/2005;1637500;1646429;1618571;1633571;1384745;295604400
24/08/2005;1628571;1682857;1628214;1634643;1385653;572070800
25/08/2005;1647143;1660357;1636071;1645000;1394433;276253600
26/08/2005;1647143;1655000;1620000;1633571;1384745;261058000
29/08/2005;1616786;1643929;1616429;1637143;1387773;256295200
30/08/2005;1642500;1671071;1640000;1663214;1409873;518761600
31/08/2005;1673571;1679643;1652500;1674643;1419561;402956400
01/09/2005;1678571;1684643;1646071;1652143;1400488;356367200
02/09/2005;1653571;1671429;1647143;1650714;1399277;222378800
06/09/2005;1667857;1745714;1662500;1742857;1477384;818619200
07/09/2005;1751786;1764286;1711429;1738571;1473752;963074000
08/09/2005;1762500;1790000;1755000;1777857;1507053;702640400
09/09/2005;1788214;1833929;1778214;1832500;1553373;615641600
12/09/2005;1825000;1843929;1806429;1835714;1556098;452796400
13/09/2005;1822143;1831786;1797143;1815000;1538539;492884000
14/09/2005;1823571;1828214;1766429;1771786;1501907;474426400
15/09/2005;1785714;1792143;1761786;1781071;1509778;415156000
16/09/2005;1793929;1828929;1783929;1828929;1550346;591004400
19/09/2005;1823214;1888929;1823214;1880000;1593638;783731200
20/09/2005;1892500;1921786;1890000;1899643;1610289;819828800
